incident_id,opened_at,resolved_at,priority,state,category,subcategory,assignment_group,assignee,channel,location,configuration_item,time_to_first_response_minutes,time_to_resolve_minutes,reopen_count,customer_satisfaction,sla_target_minutes,sla_breached
INC100306,2025-03-23 08:27:27,2025-03-23 08:45:27,P3,Resolved,Access,Password,Service Desk,service.vbiom,Monitoring,Chennai,Cache-Redis,18,18.0,0,,1440,False
INC100307,2024-10-31 01:55:27,2024-10-31 02:08:27,P3,Closed,Inquiry,Feedback,Infra,infra.qfkqb,Monitoring,Pune,Email-Server,23,13.0,0,,1440,False
INC100308,2025-08-10 19:05:04,2025-08-10 19:27:04,P4,Resolved,Software,Bug,Service Desk,service.dcmfm,Phone,Chennai,Web-Frontend,20,22.0,0,5.0,2880,False
INC100309,2024-12-10 08:11:52,2024-12-10 09:26:52,P4,Resolved,Software,Error,Payments,payments.fwhyp,Email,Chennai,Search-Cluster,17,75.0,0,4.0,2880,False
INC100310,2024-09-11 05:49:47,2024-09-11 07:34:47,P3,Resolved,Access,Provisioning,Service Desk,service.sdwzq,Monitoring,Pune,Analytics-ETL,0,105.0,0,5.0,1440,False
INC100311,2024-09-07 04:51:06,2024-09-07 05:27:06,P3,Resolved,Access,Password,DBA,dba.cgulw,Monitoring,Delhi,Cache-Redis,26,36.0,1,4.0,1440,False
INC100312,2025-07-24 13:42:29,2025-07-24 14:07:29,P3,Resolved,Access,SSO,Analytics,analytics.kbdyt,Email,Pune,Web-Frontend,10,25.0,0,5.0,1440,False
INC100313,2024-09-12 20:53:35,2024-09-12 21:55:35,P4,Closed,Hardware,Peripheral,Security,security.yyoqs,Portal,Hyderabad,Billing-Service,25,62.0,1,,2880,False
INC100314,2024-11-12 03:15:40,2024-11-12 03:19:40,P3,Resolved,Network,Latency,Analytics,analytics.kxtiv,Monitoring,Mumbai,Payments-API,26,4.0,1,4.0,1440,False
INC100315,2025-07-22 20:18:10,2025-07-22 20:32:10,P3,Closed,Network,Latency,Mobile,mobile.snvkn,Portal,Bangalore,Web-Frontend,8,14.0,0,5.0,1440,False
INC100316,2025-04-22 08:04:35,2025-04-22 08:09:35,P2,Closed,Software,Bug,Analytics,analytics.dtpwy,Monitoring,Pune,Search-Cluster,24,5.0,0,,240,False
INC100317,2025-05-26 16:25:31,,P4,In Progress,Hardware,Server,DevOps,devops.wzbyi,API,Pune,Payments-API,11,,0,4.0,2880,False
INC100318,2025-05-28 19:40:42,2025-05-28 19:57:42,P3,Closed,Access,Provisioning,Infra,infra.nwbbd,Phone,Chennai,Search-Cluster,11,17.0,1,5.0,1440,False
INC100319,2024-11-01 02:53:23,2024-11-01 04:41:23,P2,Resolved,Software,Performance,Payments,payments.gtvra,Monitoring,Hyderabad,Analytics-ETL,17,108.0,0,5.0,240,False
INC100320,2024-10-05 20:41:54,2024-10-05 20:44:54,P3,Resolved,Hardware,Datacenter,Infra,infra.tzrwf,API,Remote,Kubernetes-Cluster,17,3.0,1,5.0,1440,False
INC100321,2024-08-29 12:58:01,2024-08-29 13:21:01,P4,Resolved,Inquiry,Feedback,DevOps,devops.ugrem,Email,Remote,Web-Frontend,15,23.0,1,4.0,2880,False
INC100322,2025-03-19 18:53:54,2025-03-19 19:47:54,P3,Resolved,Hardware,Datacenter,Infra,infra.qwctz,API,Chennai,Payments-API,1,54.0,0,4.0,1440,False
INC100323,2025-04-15 06:47:26,2025-04-15 07:32:26,P4,Resolved,Software,Performance,Analytics,analytics.rhdxk,Email,Delhi,Analytics-ETL,13,45.0,0,4.0,2880,False
INC100324,2025-04-20 09:00:03,2025-04-20 10:46:03,P3,Closed,Network,VPN,Network,network.zbnzd,Monitoring,Pune,Search-Cluster,37,106.0,0,5.0,1440,False
INC100325,2025-04-02 01:43:59,,P4,New,Access,Provisioning,Infra,infra.grops,Email,Pune,Web-Frontend,12,,0,4.0,2880,False
INC100326,2024-12-17 14:59:18,2024-12-17 15:43:18,P2,Closed,Inquiry,Other,Mobile,mobile.yllwn,API,Chennai,Analytics-ETL,23,44.0,2,5.0,240,False
INC100327,2024-12-20 20:23:15,2024-12-20 20:30:15,P2,Resolved,Hardware,Laptop,Security,security.avwuc,Phone,Pune,Search-Cluster,25,7.0,0,,240,False
INC100328,2025-01-16 06:53:28,2025-01-16 07:08:28,P2,Closed,Software,Error,Security,security.okqor,Portal,Delhi,Kubernetes-Cluster,1,15.0,1,,240,False
INC100329,2025-02-05 21:22:40,2025-02-05 21:29:40,P4,Resolved,Software,Error,Service Desk,service.bliun,Portal,Mumbai,Kubernetes-Cluster,10,7.0,0,5.0,2880,False
INC100330,2025-07-30 08:07:03,2025-07-30 08:59:03,P3,Resolved,Access,Provisioning,App Support,app.hntws,Phone,Bangalore,DB-Prod,4,52.0,1,5.0,1440,False
INC100331,2025-03-02 00:08:31,2025-03-02 00:51:31,P4,Resolved,Software,Performance,Analytics,analytics.gldww,Portal,Bangalore,VPN-Gateway,33,43.0,0,5.0,2880,False
INC100332,2024-12-02 16:49:42,2024-12-02 17:31:42,P4,Resolved,Software,Bug,DBA,dba.ftjft,Monitoring,Bangalore,Analytics-ETL,26,42.0,0,,2880,False
INC100333,2025-08-04 02:00:49,2025-08-04 02:16:49,P3,Resolved,Access,Password,DevOps,devops.onnym,Monitoring,Mumbai,VPN-Gateway,26,16.0,0,3.0,1440,False
INC100334,2024-11-15 02:48:07,2024-11-15 03:03:07,P4,Closed,Inquiry,Reporting,Payments,payments.curaz,API,Pune,DB-Prod,16,15.0,0,5.0,2880,False
INC100335,2025-04-10 01:23:12,2025-04-10 02:02:12,P3,Resolved,Network,Firewall,Analytics,analytics.hkkfw,API,Chennai,Email-Server,28,39.0,2,4.0,1440,False
INC100336,2025-02-24 15:36:42,2025-02-24 15:55:42,P4,Closed,Network,VPN,Security,security.gfbbt,Email,Remote,Web-Frontend,14,19.0,1,5.0,2880,False
INC100337,2025-04-30 22:57:31,2025-04-30 23:11:31,P3,Closed,Hardware,Peripheral,Service Desk,service.vvmag,API,Hyderabad,Search-Cluster,28,14.0,0,4.0,1440,False
INC100338,2024-09-29 19:30:00,,P3,On Hold,Inquiry,Other,Infra,infra.atjyw,Monitoring,Pune,Cache-Redis,13,,0,,1440,False
INC100339,2025-03-10 17:43:52,,P4,In Progress,Hardware,Datacenter,DBA,dba.abwhp,API,Mumbai,VPN-Gateway,8,,1,3.0,2880,False
INC100340,2025-06-10 14:35:29,2025-06-10 14:51:29,P3,Resolved,Network,Firewall,DBA,dba.lyjao,Portal,Delhi,VPN-Gateway,33,16.0,0,4.0,1440,False
INC100341,2025-01-06 02:44:38,2025-01-06 02:56:38,P2,Closed,Access,SSO,App Support,app.hybnu,Email,Mumbai,Analytics-ETL,14,12.0,0,3.0,240,False
INC100342,2024-12-15 13:58:54,2024-12-15 14:45:54,P3,Closed,Software,Bug,Network,network.rvuwi,Email,Remote,Web-Frontend,6,47.0,0,5.0,1440,False
INC100343,2024-12-13 06:57:33,2024-12-13 08:51:33,P3,Resolved,Network,Latency,App Support,app.itszj,Monitoring,Bangalore,Analytics-ETL,5,114.0,0,4.0,1440,False
INC100344,2024-09-11 10:59:53,2024-09-11 11:31:53,P4,Resolved,Inquiry,Other,Infra,infra.lxxsw,API,Pune,Kubernetes-Cluster,5,32.0,0,5.0,2880,False
INC100345,2024-08-25 10:03:14,2024-08-25 10:42:14,P3,Resolved,Network,Outage,Analytics,analytics.njzcx,Portal,Remote,VPN-Gateway,23,39.0,1,4.0,1440,False
INC100346,2024-11-25 19:12:06,2024-11-25 20:02:06,P4,Resolved,Inquiry,Feedback,Mobile,mobile.cyxvq,API,Bangalore,Web-Frontend,14,50.0,0,5.0,2880,False
INC100347,2025-02-20 14:53:47,,P3,In Progress,Inquiry,Reporting,DevOps,devops.iyzcn,Phone,Hyderabad,Billing-Service,37,,0,,1440,False
INC100348,2025-01-19 02:29:35,2025-01-19 02:45:35,P3,Resolved,Inquiry,How-to,DBA,dba.egnvl,API,Delhi,Email-Server,26,16.0,0,5.0,1440,False
INC100349,2025-04-10 17:48:09,2025-04-10 19:59:09,P4,Resolved,Hardware,Server,Payments,payments.vowxm,Monitoring,Bangalore,Search-Cluster,17,131.0,0,,2880,False
INC100350,2025-05-24 16:01:51,2025-05-24 16:19:51,P3,Resolved,Access,SSO,Analytics,analytics.xqthf,API,Hyderabad,DB-Prod,29,18.0,0,3.0,1440,False
INC100351,2024-09-13 12:24:24,2024-09-13 13:19:24,P4,Resolved,Network,VPN,Payments,payments.ydjnx,Email,Mumbai,Email-Server,10,55.0,0,4.0,2880,False
INC100352,2024-10-08 06:02:27,2024-10-08 06:52:27,P4,Closed,Access,Password,Service Desk,service.xrngb,Portal,Bangalore,DB-Prod,3,50.0,0,4.0,2880,False
INC100353,2025-06-23 20:29:47,2025-06-23 20:35:47,P3,Closed,Software,Deployment,Payments,payments.zqjrb,Monitoring,Bangalore,VPN-Gateway,5,6.0,1,,1440,False
INC100354,2025-01-15 23:02:08,2025-01-15 23:26:08,P1,Resolved,Network,Outage,DBA,dba.crzur,Phone,Chennai,Email-Server,16,24.0,0,4.0,60,False
INC100355,2025-03-09 03:09:52,2025-03-09 03:43:52,P3,Closed,Access,SSO,DBA,dba.rnahg,Portal,Delhi,Email-Server,12,34.0,0,5.0,1440,False
INC100356,2025-08-10 04:29:35,2025-08-10 05:05:35,P3,Resolved,Access,Provisioning,DBA,dba.detic,Portal,Delhi,Search-Cluster,23,36.0,0,4.0,1440,False
INC100357,2025-03-29 19:03:25,2025-03-29 19:45:25,P4,Resolved,Software,Deployment,Analytics,analytics.hsvrx,Email,Remote,Cache-Redis,13,42.0,0,5.0,2880,False
INC100358,2025-07-12 15:04:43,,P3,In Progress,Inquiry,Feedback,Analytics,analytics.ftdbz,Email,Mumbai,Search-Cluster,22,,0,4.0,1440,False
INC100359,2025-02-14 06:03:48,,P3,New,Network,Firewall,DevOps,devops.phwxc,Email,Chennai,Analytics-ETL,30,,0,4.0,1440,False
INC100360,2024-11-25 10:53:24,2024-11-25 11:36:24,P2,Resolved,Network,Latency,Security,security.kdfsl,Monitoring,Remote,Cache-Redis,13,43.0,1,5.0,240,False
INC100361,2024-09-02 08:44:42,2024-09-02 09:15:42,P2,Resolved,Software,Error,Network,network.jjkjc,API,Hyderabad,Email-Server,20,31.0,0,4.0,240,False
INC100362,2024-10-18 00:08:22,2024-10-18 00:22:22,P3,Closed,Inquiry,Feedback,Infra,infra.zeuod,Portal,Remote,Cache-Redis,2,14.0,0,3.0,1440,False
INC100363,2025-01-19 17:14:48,2025-01-19 17:47:48,P4,Resolved,Network,Latency,Infra,infra.nupeg,API,Hyderabad,Cache-Redis,13,33.0,0,4.0,2880,False
INC100364,2025-05-16 02:50:16,2025-05-16 03:50:16,P4,Closed,Network,Latency,Service Desk,service.hxrud,API,Mumbai,Analytics-ETL,2,60.0,1,3.0,2880,False
INC100365,2025-05-17 09:31:14,2025-05-17 10:51:14,P4,Resolved,Network,Firewall,App Support,app.bcjwv,Email,Delhi,Web-Frontend,16,80.0,0,5.0,2880,False
INC100366,2025-04-26 19:18:42,2025-04-26 20:08:42,P4,Closed,Inquiry,How-to,DevOps,devops.yjxkk,API,Hyderabad,VPN-Gateway,17,50.0,0,4.0,2880,False
INC100367,2025-08-12 04:42:23,2025-08-12 06:18:23,P3,Closed,Software,Error,Security,security.jijyt,Portal,Mumbai,Web-Frontend,17,96.0,0,4.0,1440,False
INC100368,2025-01-10 17:07:27,2025-01-10 17:53:27,P4,Resolved,Network,Latency,Mobile,mobile.nrkuy,Portal,Remote,VPN-Gateway,10,46.0,0,5.0,2880,False
INC100369,2025-07-07 09:12:34,2025-07-07 10:18:34,P2,Closed,Access,RBAC,Service Desk,service.zmuxs,Phone,Hyderabad,Web-Frontend,37,66.0,1,4.0,240,False
INC100370,2025-04-12 17:02:11,2025-04-12 18:12:11,P3,Resolved,Inquiry,Feedback,Analytics,analytics.hseli,Monitoring,Pune,Web-Frontend,2,70.0,0,4.0,1440,False
INC100371,2025-03-19 10:59:35,2025-03-19 11:26:35,P3,Closed,Hardware,Datacenter,Security,security.fmmyp,API,Bangalore,DB-Prod,1,27.0,0,4.0,1440,False
INC100372,2025-06-16 18:32:21,,P2,New,Software,Deployment,DBA,dba.pbcno,Monitoring,Remote,Cache-Redis,31,,0,3.0,240,False
INC100373,2025-07-05 00:53:11,2025-07-05 01:08:11,P4,Closed,Access,Provisioning,Analytics,analytics.rfjvi,Monitoring,Delhi,Kubernetes-Cluster,7,15.0,1,4.0,2880,False
INC100374,2025-04-22 10:38:24,,P3,New,Network,VPN,App Support,app.tsaut,Monitoring,Remote,Analytics-ETL,5,,0,,1440,False
INC100375,2024-10-27 22:11:35,2024-10-27 23:03:35,P4,Resolved,Hardware,Laptop,App Support,app.pharr,Monitoring,Pune,Web-Frontend,38,52.0,0,4.0,2880,False
INC100376,2025-08-10 20:13:39,,P3,In Progress,Software,Deployment,Infra,infra.xqgsl,Portal,Mumbai,Email-Server,24,,0,5.0,1440,False
INC100377,2025-06-14 00:07:38,2025-06-14 01:10:38,P2,Closed,Inquiry,Feedback,Network,network.fphsc,API,Mumbai,Billing-Service,9,63.0,0,4.0,240,False
INC100378,2025-06-10 15:38:24,2025-06-10 16:55:24,P4,Resolved,Hardware,Server,Network,network.oxsca,Phone,Remote,DB-Prod,17,77.0,0,4.0,2880,False
INC100379,2025-05-13 09:03:03,2025-05-13 09:33:03,P3,Resolved,Hardware,Server,Mobile,mobile.dvbvp,Monitoring,Pune,Billing-Service,34,30.0,0,3.0,1440,False
INC100380,2025-03-10 08:19:47,2025-03-10 08:44:47,P3,Resolved,Access,Password,Analytics,analytics.ggqjc,Phone,Remote,Payments-API,21,25.0,1,5.0,1440,False
INC100381,2024-08-24 19:12:37,,P2,In Progress,Software,Deployment,Analytics,analytics.bhbjg,Portal,Bangalore,Search-Cluster,27,,1,4.0,240,False
INC100382,2025-04-20 20:39:03,,P3,In Progress,Access,Password,App Support,app.aazgq,Portal,Bangalore,Payments-API,23,,0,,1440,False
INC100383,2025-04-17 22:01:55,2025-04-17 22:08:55,P4,Resolved,Access,Password,DBA,dba.sikhl,Email,Chennai,VPN-Gateway,24,7.0,0,5.0,2880,False
INC100384,2024-12-24 08:08:29,2024-12-24 09:44:29,P3,Resolved,Network,Firewall,DBA,dba.sxjji,Monitoring,Hyderabad,Web-Frontend,15,96.0,1,4.0,1440,False
INC100385,2024-10-26 19:49:54,2024-10-26 20:23:54,P4,Closed,Inquiry,Feedback,Payments,payments.ndvnk,Email,Chennai,Analytics-ETL,15,34.0,1,5.0,2880,False
INC100386,2025-04-29 06:53:35,2025-04-29 07:16:35,P4,Closed,Hardware,Server,DBA,dba.zbwqs,Phone,Bangalore,Email-Server,17,23.0,2,4.0,2880,False
INC100387,2024-12-27 21:49:12,,P4,In Progress,Software,Performance,Security,security.dnhsj,API,Pune,Kubernetes-Cluster,22,,1,4.0,2880,False
INC100388,2025-08-14 11:41:22,2025-08-14 12:13:22,P4,Resolved,Inquiry,Other,Network,network.rucwn,Email,Hyderabad,Kubernetes-Cluster,12,32.0,1,3.0,2880,False
INC100389,2025-04-20 06:26:32,2025-04-20 06:54:32,P3,Closed,Inquiry,Other,DBA,dba.nvkcs,Portal,Pune,DB-Prod,16,28.0,0,5.0,1440,False
INC100390,2025-04-27 14:42:36,2025-04-27 14:58:36,P4,Closed,Software,Error,DevOps,devops.ejkuk,Monitoring,Chennai,DB-Prod,11,16.0,0,4.0,2880,False
INC100391,2024-12-29 18:36:01,2024-12-29 18:55:01,P2,Resolved,Inquiry,Feedback,Analytics,analytics.afdan,Phone,Mumbai,DB-Prod,16,19.0,0,5.0,240,False
INC100392,2025-04-02 13:58:23,2025-04-02 14:30:23,P2,Resolved,Network,Latency,DBA,dba.cobij,Portal,Pune,DB-Prod,2,32.0,0,5.0,240,False
INC100393,2024-09-21 14:55:41,2024-09-21 15:15:41,P4,Resolved,Inquiry,How-to,Payments,payments.nfkwf,API,Chennai,Cache-Redis,41,20.0,0,4.0,2880,False
INC100394,2024-11-19 09:37:21,,P3,New,Network,VPN,Mobile,mobile.tnrge,Monitoring,Chennai,Web-Frontend,7,,0,4.0,1440,False
INC100395,2024-10-19 13:53:05,2024-10-19 14:11:05,P3,Resolved,Hardware,Laptop,Mobile,mobile.qwiyo,API,Chennai,Billing-Service,11,18.0,0,4.0,1440,False
INC100396,2025-03-25 11:40:37,2025-03-25 12:17:37,P3,Closed,Hardware,Peripheral,App Support,app.cciyh,API,Mumbai,Web-Frontend,6,37.0,0,5.0,1440,False
INC100397,2025-01-20 16:19:46,2025-01-20 17:44:46,P3,Resolved,Access,Password,DBA,dba.mldip,Monitoring,Mumbai,Web-Frontend,21,85.0,3,,1440,False
INC100398,2025-02-10 04:00:15,,P1,In Progress,Network,Latency,Analytics,analytics.akdeo,Monitoring,Remote,Payments-API,13,,0,,60,False
INC100399,2024-12-09 20:10:36,2024-12-09 20:54:36,P2,Resolved,Hardware,Peripheral,Analytics,analytics.iehon,API,Mumbai,Analytics-ETL,5,44.0,2,5.0,240,False
INC100400,2025-05-20 08:47:36,2025-05-20 09:28:36,P1,Closed,Inquiry,Reporting,Network,network.eumou,Phone,Hyderabad,Email-Server,21,41.0,0,5.0,60,False
INC100401,2025-03-08 08:08:03,2025-03-08 08:41:03,P3,Closed,Software,Deployment,Mobile,mobile.ovjdy,Monitoring,Mumbai,VPN-Gateway,22,33.0,0,4.0,1440,False
INC100402,2024-10-19 17:25:52,2024-10-19 17:56:52,P3,Resolved,Software,Performance,App Support,app.bjisj,Portal,Mumbai,Analytics-ETL,14,31.0,1,4.0,1440,False
INC100403,2024-12-18 19:23:47,2024-12-18 19:43:47,P2,Resolved,Network,Latency,DBA,dba.cfnww,Email,Mumbai,DB-Prod,8,20.0,0,4.0,240,False
INC100404,2025-01-08 20:54:56,2025-01-08 21:31:56,P4,Resolved,Access,Provisioning,Mobile,mobile.hmqis,Phone,Pune,Billing-Service,36,37.0,1,4.0,2880,False
INC100405,2024-11-11 19:35:41,2024-11-11 20:01:41,P3,Closed,Inquiry,Feedback,Mobile,mobile.porhy,Monitoring,Mumbai,Payments-API,18,26.0,0,4.0,1440,False
INC100406,2025-04-28 21:16:04,2025-04-28 23:10:04,P4,Closed,Network,Firewall,Analytics,analytics.vcwpx,Monitoring,Hyderabad,Cache-Redis,2,114.0,0,5.0,2880,False
INC100407,2025-07-30 08:56:15,2025-07-30 09:59:15,P4,Resolved,Software,Performance,DBA,dba.odyxj,Phone,Chennai,Billing-Service,29,63.0,1,,2880,False
INC100408,2025-03-20 22:45:39,,P4,In Progress,Network,VPN,Service Desk,service.tkzri,Email,Pune,Payments-API,6,,1,5.0,2880,False
INC100409,2025-08-06 15:12:55,2025-08-06 15:22:55,P4,Resolved,Inquiry,How-to,DBA,dba.hlfuc,API,Bangalore,Search-Cluster,42,10.0,0,4.0,2880,False
INC100410,2024-10-17 10:10:07,,P4,New,Hardware,Datacenter,Security,security.xzzui,Portal,Mumbai,Cache-Redis,15,,0,5.0,2880,False
INC100411,2024-11-25 13:49:59,2024-11-25 14:13:59,P3,Resolved,Inquiry,Reporting,Mobile,mobile.ghgjo,Monitoring,Remote,DB-Prod,25,24.0,0,4.0,1440,False
INC100412,2025-05-18 02:01:42,2025-05-18 02:29:42,P4,Resolved,Hardware,Server,Network,network.jyokg,Email,Remote,VPN-Gateway,5,28.0,0,5.0,2880,False
INC100413,2024-12-05 20:40:34,2024-12-05 21:35:34,P4,Resolved,Hardware,Server,Service Desk,service.tvmmr,Portal,Chennai,DB-Prod,2,55.0,0,4.0,2880,False
INC100414,2024-10-25 17:59:44,2024-10-25 18:41:44,P3,Resolved,Hardware,Peripheral,Payments,payments.bajxe,Phone,Chennai,Billing-Service,28,42.0,0,4.0,1440,False
INC100415,2025-02-02 16:29:51,2025-02-02 17:11:51,P3,Closed,Network,Outage,App Support,app.wdvks,Monitoring,Pune,DB-Prod,18,42.0,0,5.0,1440,False
INC100416,2025-06-03 17:55:44,2025-06-03 19:40:44,P4,Resolved,Software,Deployment,DBA,dba.lltyk,API,Remote,Search-Cluster,35,105.0,0,4.0,2880,False
INC100417,2025-02-07 21:05:51,2025-02-07 21:15:51,P4,Closed,Network,VPN,Network,network.hekrn,Phone,Bangalore,DB-Prod,19,10.0,1,4.0,2880,False
INC100418,2024-10-07 18:55:54,2024-10-07 19:30:54,P3,Resolved,Software,Error,Payments,payments.bhoys,Monitoring,Delhi,Payments-API,16,35.0,0,4.0,1440,False
INC100419,2024-09-14 06:17:22,2024-09-14 06:37:22,P3,Resolved,Inquiry,How-to,Payments,payments.ylmvi,Email,Remote,Kubernetes-Cluster,32,20.0,0,,1440,False
INC100420,2025-02-09 23:40:05,2025-02-10 01:24:05,P4,Closed,Access,RBAC,Mobile,mobile.ualvs,Portal,Remote,DB-Prod,25,104.0,0,,2880,False
INC100421,2024-09-10 22:58:29,2024-09-10 23:03:29,P3,Closed,Inquiry,Feedback,Security,security.ktnya,Portal,Hyderabad,Search-Cluster,13,5.0,0,3.0,1440,False
INC100422,2024-11-16 14:02:21,2024-11-16 14:07:21,P3,Closed,Network,Outage,Mobile,mobile.ynjwc,Monitoring,Delhi,Web-Frontend,4,5.0,0,5.0,1440,False
INC100423,2025-03-02 12:39:57,2025-03-02 13:21:57,P4,Resolved,Network,VPN,App Support,app.mnvcb,Phone,Chennai,Web-Frontend,8,42.0,0,5.0,2880,False
INC100424,2025-03-18 19:01:57,2025-03-18 20:22:57,P3,Resolved,Software,Deployment,Service Desk,service.jsvqf,API,Delhi,VPN-Gateway,10,81.0,3,5.0,1440,False
INC100425,2024-12-12 20:13:25,2024-12-12 21:14:25,P3,Closed,Network,Firewall,Analytics,analytics.driks,Email,Remote,VPN-Gateway,3,61.0,0,4.0,1440,False
INC100426,2024-12-19 22:04:28,2024-12-19 22:21:28,P4,Resolved,Hardware,Peripheral,DevOps,devops.icgkm,Monitoring,Chennai,VPN-Gateway,40,17.0,0,4.0,2880,False
INC100427,2024-12-14 16:07:14,,P4,New,Network,Latency,Service Desk,service.klhbc,Email,Delhi,Analytics-ETL,8,,0,3.0,2880,False
INC100428,2024-10-28 15:58:45,2024-10-28 16:10:45,P3,Closed,Software,Bug,App Support,app.tdqfc,Portal,Chennai,Email-Server,8,12.0,0,,1440,False
INC100429,2025-06-20 03:40:10,,P3,New,Software,Performance,Analytics,analytics.infqs,API,Chennai,VPN-Gateway,0,,0,4.0,1440,False
INC100430,2025-04-09 23:30:34,2025-04-09 23:43:34,P3,Closed,Hardware,Laptop,Payments,payments.aazpk,Email,Pune,DB-Prod,12,13.0,1,4.0,1440,False
INC100431,2025-05-31 18:35:13,2025-05-31 18:59:13,P4,Closed,Software,Bug,Service Desk,service.pjthq,Monitoring,Bangalore,VPN-Gateway,8,24.0,0,4.0,2880,False
INC100432,2025-06-29 14:05:08,2025-06-29 15:00:08,P2,Closed,Access,SSO,Analytics,analytics.uutwm,API,Chennai,Email-Server,32,55.0,0,,240,False
INC100433,2024-12-28 02:10:37,,P3,On Hold,Inquiry,Feedback,DBA,dba.nahci,Phone,Hyderabad,Analytics-ETL,16,,0,5.0,1440,False
INC100434,2025-03-29 14:53:20,2025-03-29 16:40:20,P3,Resolved,Network,Firewall,Mobile,mobile.ectwr,Monitoring,Remote,Email-Server,14,107.0,1,4.0,1440,False
INC100435,2025-07-12 15:49:47,2025-07-12 16:13:47,P4,Resolved,Access,RBAC,DevOps,devops.mdjly,Email,Remote,Billing-Service,13,24.0,0,4.0,2880,False
INC100436,2025-04-17 16:03:58,2025-04-17 16:39:58,P2,Resolved,Network,VPN,Network,network.wqsxs,API,Hyderabad,VPN-Gateway,22,36.0,0,5.0,240,False
INC100437,2024-09-04 09:56:15,,P3,In Progress,Access,SSO,DBA,dba.jvcdo,Monitoring,Mumbai,VPN-Gateway,10,,0,,1440,False
INC100438,2025-04-14 05:45:04,2025-04-14 06:02:04,P2,Resolved,Network,VPN,Service Desk,service.zvjqy,API,Chennai,VPN-Gateway,21,17.0,0,4.0,240,False
INC100439,2025-02-15 02:07:55,2025-02-15 03:24:55,P4,Resolved,Hardware,Peripheral,Infra,infra.bbina,API,Chennai,Billing-Service,31,77.0,2,,2880,False
INC100440,2025-02-19 00:47:56,2025-02-19 02:50:56,P3,Resolved,Software,Error,Analytics,analytics.okmjv,API,Chennai,Email-Server,19,123.0,0,4.0,1440,False
INC100441,2025-08-02 06:20:31,2025-08-02 06:39:31,P3,Resolved,Software,Deployment,Payments,payments.wqblo,Email,Delhi,Payments-API,12,19.0,0,4.0,1440,False
INC100442,2025-08-18 14:49:54,2025-08-18 16:28:54,P3,Resolved,Hardware,Datacenter,Payments,payments.qnsie,Monitoring,Chennai,DB-Prod,5,99.0,0,4.0,1440,False
INC100443,2024-11-11 02:16:35,2024-11-11 02:24:35,P4,Resolved,Access,Password,Infra,infra.ceeil,Portal,Chennai,Search-Cluster,12,8.0,1,4.0,2880,False
INC100444,2024-10-01 16:02:42,2024-10-01 16:47:42,P3,Closed,Inquiry,How-to,Service Desk,service.nqeca,Portal,Hyderabad,DB-Prod,20,45.0,1,3.0,1440,False
INC100445,2025-01-11 14:27:11,2025-01-11 14:39:11,P2,Resolved,Access,Provisioning,Payments,payments.bnoqu,Email,Bangalore,VPN-Gateway,0,12.0,0,4.0,240,False
INC100446,2025-04-16 23:03:12,2025-04-17 00:13:12,P3,Resolved,Software,Deployment,Security,security.cbzjs,Email,Bangalore,Analytics-ETL,23,70.0,0,5.0,1440,False
INC100447,2025-04-01 17:57:19,2025-04-01 19:02:19,P4,Closed,Inquiry,Feedback,Payments,payments.loyir,API,Mumbai,Billing-Service,17,65.0,0,5.0,2880,False
INC100448,2025-05-06 06:24:16,2025-05-06 09:18:16,P3,Resolved,Network,Outage,DevOps,devops.soaem,Monitoring,Hyderabad,Payments-API,13,174.0,0,5.0,1440,False
INC100449,2024-12-14 11:10:35,2024-12-14 12:53:35,P4,Resolved,Inquiry,Other,Security,security.xennx,Monitoring,Chennai,Cache-Redis,8,103.0,0,4.0,2880,False
INC100450,2025-01-13 01:43:55,2025-01-13 02:12:55,P4,Resolved,Access,SSO,App Support,app.fpmtl,Phone,Bangalore,Payments-API,10,29.0,0,4.0,2880,False
INC100451,2024-10-17 09:06:37,2024-10-17 09:19:37,P1,Resolved,Hardware,Datacenter,App Support,app.yovwz,Phone,Pune,Search-Cluster,20,13.0,0,3.0,60,False
INC100452,2024-09-27 22:42:36,2024-09-27 23:34:36,P4,Closed,Network,Latency,Analytics,analytics.gtfxg,Portal,Pune,DB-Prod,13,52.0,0,,2880,False
INC100453,2025-06-19 08:49:49,2025-06-19 09:20:49,P3,Resolved,Access,RBAC,Security,security.sdswk,Phone,Pune,VPN-Gateway,9,31.0,0,5.0,1440,False
INC100454,2024-09-27 20:41:24,2024-09-27 22:35:24,P3,Closed,Network,Outage,DBA,dba.yczho,Phone,Chennai,Kubernetes-Cluster,19,114.0,0,5.0,1440,False
INC100455,2024-09-21 21:05:09,2024-09-21 21:10:09,P3,Resolved,Inquiry,How-to,Analytics,analytics.rtdmw,Portal,Chennai,Cache-Redis,20,5.0,0,5.0,1440,False
INC100456,2025-01-13 16:46:26,2025-01-13 19:56:26,P3,Resolved,Software,Bug,DBA,dba.wblal,Portal,Mumbai,VPN-Gateway,2,190.0,0,,1440,False
INC100457,2025-05-20 23:04:27,,P4,New,Access,SSO,DevOps,devops.hdyfg,Phone,Remote,Billing-Service,20,,0,5.0,2880,False
INC100458,2025-07-05 07:28:23,2025-07-05 07:45:23,P3,Resolved,Hardware,Laptop,Mobile,mobile.ghgjl,Monitoring,Mumbai,Cache-Redis,40,17.0,1,5.0,1440,False
